,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,LATITUDE,LONGITUDE,TRAUMA
4535,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,(614) 566-9000,GENERAL ACUTE CARE,OPEN,39.9609732800001,-82.99100198,LEVEL I
4536,MOUNT CARMEL GROVE CITY,5300 N MEADOWS DRIVE,GROVE CITY,OH,43123,(614) 663-5000,GENERAL ACUTE CARE,OPEN,39.85266785,-83.0752022899999,NOT AVAILABLE
4537,FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,WAUSEON,OH,43567,(419) 335-2015,CRITICAL ACCESS,OPEN,41.53902085,-84.13294884,NOT AVAILABLE
4538,BAY PARK COMMUNITY HOSPITAL,2801 BAY PARK DRIVE,OREGON,OH,43616,(419) 690-7900,GENERAL ACUTE CARE,OPEN,41.62120199,-83.48049106,NOT AVAILABLE
4539,"GREENE MEMORIAL HOSPITAL, INC",1141 NORTH MONROE DRIVE,XENIA,OH,45385,(937) 352-2000,GENERAL ACUTE CARE,OPEN,39.70012517,-83.9277406099999,LEVEL III
4540,SOUTHEASTERN OH REGIONAL MED CTR,1341 CLARK STREET,CAMBRIDGE,OH,43725,(740) 439-8112,GENERAL ACUTE CARE,OPEN,40.04147319,-81.57739234,NOT AVAILABLE
4541,CHILDREN'S HOSP. MEDICAL CENTER,3333 BURNET AVENUE,CINCINNATI,OH,45229,(513) 803-0505,CHILDREN,OPEN,39.14090637,-84.50235818,LEVEL I PEDIATRIC
4542,CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,OH,45219,(513) 585-1139,SPECIAL,OPEN,39.1209305900001,-84.51090697,NOT AVAILABLE
4543,"UNIVERSITY OF CINCINNATI MEDICALCENTER, LLC",234 GOODMAN STREET,CINCINNATI,OH,45219,(513) 584-1000,GENERAL ACUTE CARE,OPEN,39.1383576600001,-84.50371612,LEVEL I
4544,GOOD SAMARITAN HOSPITAL,375 DIXMYTH AVENUE,CINCINNATI,OH,45220,(513) 862-9212,GENERAL ACUTE CARE,OPEN,39.13993334,-84.5222844,NOT AVAILABLE
4545,MERCY HEALTH - ANDERSON HOSPITAL LLC,7500 STATE ROAD,CINCINNATI,OH,45255,(513) 624-3282,GENERAL ACUTE CARE,OPEN,39.0856855100001,-84.34890293,NOT AVAILABLE
4546,BLANCHARD VALLEY REGIONAL HLTH CTR,1900 S MAIN ST,FINDLAY,OH,45840,(419) 423-4500,GENERAL ACUTE CARE,OPEN,41.0176526700001,-83.65136419,LEVEL III
4547,FOSTORIA COMMUNITY HOSPITAL,501 VAN BUREN STREET,FOSTORIA,OH,44830,(419) 435-7734,GENERAL ACUTE CARE,OPEN,41.1629954800001,-83.42422891,NOT AVAILABLE
4548,HARDIN MEMORIAL HOSPITAL,921 E FRANKLIN STREET,KENTON,OH,43326,(419) 675-8139,GENERAL ACUTE CARE,OPEN,40.64664033,-83.59585065,NOT AVAILABLE
4549,HENRY COUNTY HOSPITAL,1600 EAST RIVERVIEW AVENUE,NAPOLEON,OH,43545,(419) 592-4015,GENERAL ACUTE CARE,OPEN,41.41133547,-84.0873460299999,NOT AVAILABLE
4550,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,OH,45133,(937) 393-6100,CRITICAL ACCESS,OPEN,39.22175301,-83.61076523,NOT AVAILABLE
4551,GREENFIELD AREA MEDICAL CENTER,550 MIRABEAU STREET,GREENFIELD,OH,45123,(937) 981-9400,GENERAL ACUTE CARE,OPEN,39.3486673300001,-83.38773194,NOT AVAILABLE
4552,HOCKING VALLEY COMMUNITY HOSP,601 STATE ROUTE 664 N,LOGAN,OH,43138,(740) 380-8000,GENERAL ACUTE CARE,OPEN,39.5479525900001,-82.42961114,NOT AVAILABLE
4553,POMERENE HOSPITAL,981 WOOSTER ROAD,MILLERSBURG,OH,44654,(330) 674-1015,GENERAL ACUTE CARE,OPEN,40.5650945400001,-81.91990673,NOT AVAILABLE
4554,FISHER - TITUS MEDICAL CENTER,272 BENEDICT AVENUE,NORWALK,OH,44857,(419) 668-8101,GENERAL ACUTE CARE,OPEN,41.2257042700001,-82.6042102499999,LEVEL III
4555,"MERCY HEALTH - WILLARD HOSPITAL, LLC",1100 NEAL ZICK ROAD,WILLARD,OH,44890,(419) 964-5000,CRITICAL ACCESS,OPEN,41.0393598000001,-82.70955952,NOT AVAILABLE
4556,TRINITY MEDICAL CENTER EAST,380 SUMMIT AVENUE,STEUBENVILLE,OH,43952,(740) 264-8581,SPECIAL,OPEN,40.35475553,-80.62549638,NOT AVAILABLE
4557,LAKE HEALTH TRIPOINT MEDICAL CENTER,7590 AUBURN ROAD,CONCORD,OH,44077,(440) 375-8700,GENERAL ACUTE CARE,OPEN,41.66260964,-81.24708078,NOT AVAILABLE
4558,LICKING MEMORIAL HOSPITAL,1320 WEST MAIN STREET,NEWARK,OH,43055,(220) 564-4100,GENERAL ACUTE CARE,OPEN,40.04830193,-82.45063523,NOT AVAILABLE
4559,MARY RUTAN HOSPITAL,205 PALMER AVENUE,BELLEFONTAINE,OH,43311,(937) 592-4015,GENERAL ACUTE CARE,OPEN,40.3695417700001,-83.7555312599999,NOT AVAILABLE
4560,EMH REGIONAL MEDICAL CENTER,630 E RIVER STREET,ELYRIA,OH,44035,(440) 329-7500,GENERAL ACUTE CARE,OPEN,41.3668640000001,-82.097633,NOT AVAILABLE
4561,"MERCY HEALTH - ALLEN HOSPITAL, LLC",200 WEST LORAIN STREET,OBERLIN,OH,44074,(440) 775-1211,CRITICAL ACCESS,OPEN,41.2950647600001,-82.22471297,NOT AVAILABLE
4562,MERCY HEALTH ST. VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,OH,43608,(419) 251-4200,GENERAL ACUTE CARE,OPEN,41.66866995,-83.5427897599999,"LEVEL I ADULT, LEVEL II PEDIATRIC"
4563,TOLEDO HOSPITAL,2142 NORTH COVE BLVD,TOLEDO,OH,43606,(419) 291-4000,GENERAL ACUTE CARE,OPEN,41.67234956,-83.59525839,"LEVEL I ADULT, LEVEL II PEDIATRIC"
4564,FLOWER HOSPITAL,5200 HARROUN ROAD,SYLVANIA,OH,43560,(419) 824-1835,GENERAL ACUTE CARE,OPEN,41.70894065,-83.6913462699999,NOT AVAILABLE
4565,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43614,(419) 383-6376,GENERAL ACUTE CARE,OPEN,41.6187672400001,-83.61603264,LEVEL I
4566,MERCY HEALTH ST. ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,(330) 480-3570,GENERAL ACUTE CARE,OPEN,41.1140150000001,-80.65731455,LEVEL I
4567,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,(740) 383-8400,GENERAL ACUTE CARE,OPEN,40.57134316,-83.1287277499999,NOT AVAILABLE
4568,LODI COMMUNITY HOSPITAL,225 ELYRIA STREET,LODI,OH,44254,(330) 948-1222,CRITICAL ACCESS,OPEN,41.03586232,-82.01416929,NOT AVAILABLE
4569,MEDINA GENERAL HOSPITAL,1000 E WASHINGTON STREET,MEDINA,OH,44256,(330) 725-1000,GENERAL ACUTE CARE,OPEN,41.1384508800001,-81.83829293,NOT AVAILABLE
4570,MERCER CO. JOINT TWNSHP COMM HOSP,800 WEST MAIN STREET,COLDWATER,OH,45828,(419) 678-2341,GENERAL ACUTE CARE,OPEN,40.48075591,-84.6389042499999,NOT AVAILABLE
4571,GRANDVIEW HOSPITAL,405 GRAND AVENUE,DAYTON,OH,45405,(937) 723-3200,GENERAL ACUTE CARE,OPEN,39.7700407500001,-84.20223362,LEVEL III
4572,MIAMI VALLEY HOSPITAL,1 WYOMING STREET,DAYTON,OH,45409,(937) 208-8000,GENERAL ACUTE CARE,OPEN,39.7448932,-84.18590861,LEVEL I
4573,MORROW COUNTY HOSPITAL,651 W MARION ROAD,MT. GILEAD,OH,43338,(419) 949-3182,GENERAL ACUTE CARE,OPEN,40.5479811700001,-82.8504066,NOT AVAILABLE
4574,GENESIS HEALTHCARE SYSTEM,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,(740) 454-4354,GENERAL ACUTE CARE,OPEN,39.9748082900001,-82.01650066,LEVEL III
4575,H.B. MAGRUDER MEMORIAL HOSP,615 FULTON STREET,PORT CLINTON,OH,43452,(419) 734-3131,GENERAL ACUTE CARE,OPEN,41.50587467,-82.93300305,NOT AVAILABLE
4576,PAULDING COUNTY HOSPITAL,1035 WEST WAYNE ST,PAULDING,OH,45879,(419) 399-4080,CRITICAL ACCESS,OPEN,41.13439981,-84.60108658,NOT AVAILABLE
4577,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,6847 N CHESTNUT STREET,RAVENNA,OH,44266,(330) 297-2300,GENERAL ACUTE CARE,OPEN,41.1760954000001,-81.2493097,NOT AVAILABLE
4578,MEDCENTRAL HLTH SYS - MANSFIELD,335 GLESSNER AVENUE,MANSFIELD,OH,44903,(419) 526-8000,GENERAL ACUTE CARE,OPEN,40.7529243500001,-82.52947277,LEVEL II
4579,MEDCENTRAL HLTH SYST - SHELBY HOSP,199 WEST MAIN STREET,SHELBY,OH,44875,(419) 342-5015,GENERAL ACUTE CARE,OPEN,40.8824067300001,-82.6741750799999,NOT AVAILABLE
4580,BELLEVUE HOSPITAL,1400 W MAIN STREET,BELLEVUE,OH,44811,(419) 483-4040,GENERAL ACUTE CARE,OPEN,41.28796205,-82.8816047999999,NOT AVAILABLE
4581,MEMORIAL HOSPITAL,715 S TAFT AVENUE,FREMONT,OH,43420,(419) 334-6625,GENERAL ACUTE CARE,OPEN,41.3392371100001,-83.13477954,NOT AVAILABLE
4582,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,PORTSMOUTH,OH,45662,(740) 356-5000,GENERAL ACUTE CARE,OPEN,38.7533184600001,-82.97770974,NOT AVAILABLE
4583,MERCY HEALTH TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,TIFFIN,OH,44883,(419) 455-7000,GENERAL ACUTE CARE,OPEN,41.1037670200001,-83.21626281,NOT AVAILABLE
4584,WILSON MEMORIAL HOSPITAL,915 W MICHIGAN STREET,SIDNEY,OH,45365,(937) 498-2311,GENERAL ACUTE CARE,OPEN,40.2868543800001,-84.1701744,NOT AVAILABLE
4585,ALLIANCE COMMUNITY HOSPITAL,200 E STATE STREET,ALLIANCE,OH,44601,(330) 596-6000,GENERAL ACUTE CARE,OPEN,40.90258263,-81.10271292,NOT AVAILABLE
4586,CLEVELAND CLINIC MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,OH,44708,(330) 489-1007,GENERAL ACUTE CARE,OPEN,40.8121579100001,-81.39487546,LEVEL II
4587,SUMMA HEALTH SYSTEM AKRON CITY HOSPITAL,525 E MARKET STREET,AKRON,OH,44304,(330) 375-3000,GENERAL ACUTE CARE,OPEN,41.0811261900001,-81.4998187099999,LEVEL I
4588,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,AKRON,OH,44307,(330) 344-6000,GENERAL ACUTE CARE,OPEN,41.07812317,-81.53139677,LEVEL I
4589,CHILDREN'S HOSP. MED CTR OF AKRON,1 PERKINS SQUARE,AKRON,OH,44308,(330) 543-1000,CHILDREN,OPEN,41.0796189800001,-81.5251034,LEVEL II PEDIATRIC
4590,SUMMA HEALTH SYSTEM ST. THOMAS HOSPITAL,444 NORTH MAIN STREET,AKRON,OH,44310,(330) 375-3000,GENERAL ACUTE CARE,OPEN,41.0976343900001,-81.51407331,NOT AVAILABLE
4591,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,155 FIFTH STREET NE,BARBERTON,OH,44203,(330) 615-3000,GENERAL ACUTE CARE,OPEN,41.0150713300001,-81.58899782,NOT AVAILABLE
4592,"WESTERN RESERVE HOSPITAL, LLC",1900 23RD STREET,CUYAHOGA FALLS,OH,44223,(330) 971-7000,GENERAL ACUTE CARE,OPEN,41.13299097,-81.5110958499999,NOT AVAILABLE
4593,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,(330) 841-9820,GENERAL ACUTE CARE,OPEN,40.9004919500001,-80.8324394099999,NOT AVAILABLE
4594,TWIN CITY MEDICAL CENTER,819 NORTH FIRST STREET,DENNISON,OH,44621,(740) 922-2800,GENERAL ACUTE CARE,OPEN,40.40162159,-81.33668613,NOT AVAILABLE
4595,UNION HOSPITAL ASSOC.,659 BOULEVARD ST,DOVER,OH,44622,(330) 343-3311,GENERAL ACUTE CARE,OPEN,40.51436785,-81.45585405,NOT AVAILABLE
4596,MEMORIAL HOSP. OF UNION COUNTY,500 LONDON AVENUE,MARYSVILLE,OH,43040,(937) 644-6115,GENERAL ACUTE CARE,OPEN,40.2300825400001,-83.3676483199999,NOT AVAILABLE
4597,VAN WERT COUNTY HOSPITAL,1250 SOUTH WASHINGTON STREET,VAN WERT,OH,45891,(419) 238-2390,GENERAL ACUTE CARE,OPEN,40.8506429,-84.57876068,NOT AVAILABLE
4598,SELBY GENERAL HOSPITAL,1106 COLEGATE DRIVE,MARIETTA,OH,45750,(740) 568-2040,CRITICAL ACCESS,OPEN,39.4400909600001,-81.4440117299999,NOT AVAILABLE
4599,MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,MARIETTA,OH,45750,(740) 374-1411,GENERAL ACUTE CARE,OPEN,39.43170107,-81.46416393,LEVEL III
4600,AULTMAN ORRVILLE HOSPITAL,832 SOUTH MAIN STREET,ORRVILLE,OH,44667,(330) 682-3010,CRITICAL ACCESS,OPEN,40.83218235,-81.76368268,NOT AVAILABLE
4601,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,(330) 263-8100,GENERAL ACUTE CARE,OPEN,40.8208874700001,-81.93216147,NOT AVAILABLE
4602,COMMUNITY HOSPITALS AND WELLNESS CENTERS - BRYAN,433 W HIGH STREET,BRYAN,OH,43506,(419) 636-1131,GENERAL ACUTE CARE,OPEN,41.4740969100001,-84.5566941599999,NOT AVAILABLE
4603,COMM. HOSP. OF WILL.CO - MONTPELIER,909 SNYDER AVENUE,MONTPELIER,OH,43543,(419) 636-1131,SPECIAL,OPEN,41.5901335200001,-84.59531247,NOT AVAILABLE
4604,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,(419) 354-8900,GENERAL ACUTE CARE,OPEN,41.37571903,-83.6658571299999,NOT AVAILABLE
4605,WYANDOT MEMORIAL HOSPITAL,885 N SANDUSKY AVENUE,UPPER SANDUSKY,OH,43351,(419) 294-4991,GENERAL ACUTE CARE,OPEN,40.84029938,-83.2799568999999,NOT AVAILABLE
4606,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,WARRENSVILLE HTS,OH,44122,(216) 491-6000,GENERAL ACUTE CARE,OPEN,41.4482301900001,-81.53709084,NOT AVAILABLE
4607,ADENA PIKE COMMUNITY HOSPITAL,100 DAWN LANE,WAVERLY,OH,45690,(740) 947-2186,GENERAL ACUTE CARE,OPEN,39.1163345800001,-83.0041864999999,NOT AVAILABLE
4608,HILLSIDE REHABILITATION HOSPITAL,8747 SQUIRES LANE NE,WARREN,OH,44484,(330) 841-3724,REHABILITATION,OPEN,41.2507535400001,-80.7324621,NOT AVAILABLE
4609,DANIEL DRAKE CENTER FOR POST - ACUTE CARE LLC,151 W GALBRAITH ROAD,CINCINNATI,OH,45216,(513) 418-2624,SPECIAL,OPEN,39.2126397000001,-84.48114866,NOT AVAILABLE
4610,DAYTON CHILDREN'S HOSPITAL,1 CHILDREN'S PLAZA,DAYTON,OH,45404,(937) 641-3300,CHILDREN,OPEN,39.7742424900001,-84.16802733,LEVEL I PEDIATRIC
4611,CLEVELAND CLINIC CHILD HOSP FOR REH,2801 MARTIN LUTHER KING JR DRIVE,CLEVELAND,OH,44104,(216) 448-6400,CHILDREN,OPEN,41.4830567500001,-81.6077799299999,NOT AVAILABLE
4612,SELECT SPECIALTY HOSP - CINCINNATI,"2139 AUBURN AVENUE, 3 WEST",CINCINNATI,OH,45219,(513) 862-4444,SPECIAL,OPEN,39.14005438,-84.5208035699999,NOT AVAILABLE
4613,KINDRED HOSPITAL LIMA,730 W MARKET STREET,LIMA,OH,45801,(419) 224-1888,GENERAL ACUTE CARE,OPEN,40.7410677300001,-84.1179881199999,NOT AVAILABLE
4614,VIBRA HOSPITAL OF MAHONING VALLEY,8049 SOUTH AVE,BOARDMAN,OH,44512,(330) 726-5000,SPECIAL,OPEN,41.0051693,-80.63297231,NOT AVAILABLE
4615,SELECT SPECIALTY HOSP - COLUMBUS INC,1087 DENNISON AVENUE,COLUMBUS,OH,43201,(717) 972-1139,SPECIAL,OPEN,39.9845986,-83.0088323699999,NOT AVAILABLE
4616,SELECT SPECIALTY HOSP - YOUNGSTOWN,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,(330) 480-6664,SPECIAL,OPEN,41.1139341900001,-80.65840638,NOT AVAILABLE
4617,SPECIALTY HOSP. OF LORAIN,254 CLEVELAND AVE,AMHERST,OH,44001,(440) 988-6260,SPECIAL,OPEN,41.3991966300001,-82.2235873499999,LEVEL III
4618,SELECT SPECIALTY HOSPITAL - CLEVELAND GATEWAY,"2351 EAST 22ND STREET, 7TH FLOOR",CLEVELAND,OH,44115,(216) 592-2833,LONG TERM CARE,OPEN,41.49647872,-81.6728436,NOT AVAILABLE
4619,HOLZER MEDICAL CENTER - JACKSON,500 BURLINGTON ROAD,JACKSON,OH,45640,(740) 395-8500,CRITICAL ACCESS,OPEN,39.0323066600001,-82.64076025,NOT AVAILABLE
4620,PAM SPECIALTY HOSPITAL OF DAYTON,4000 MIAMISBURG CENTERVILLE RD,MIAMISBURG,OH,45342,(937) 384-8300,GENERAL ACUTE CARE,OPEN,39.6375868800001,-84.24884739,NOT AVAILABLE
4621,"MERCY HEALTH - ST ANNE HOSPITAL, LLC",3404 W SYLVANIA AVENUE,TOLEDO,OH,43623,(419) 407-2400,GENERAL ACUTE CARE,OPEN,41.6935993000001,-83.62568153,NOT AVAILABLE
4622,INSTITUTE FOR ORTHOPAEDIC SURGERY,"801 MEDICAL DRIVE, SUITE B",LIMA,OH,45804,(419) 224-7586,SPECIAL,OPEN,40.69717236,-84.0878039999999,NOT AVAILABLE
4623,CHILDREN'S HOSP MC - COLLEGE HILL,5642 HAMILTON AVENUE,CINCINNATI,OH,45224,(513) 803-0505,PSYCHIATRIC,OPEN,39.1926339400001,-84.54387645,NOT AVAILABLE
4624,VIBRA HOSP OF MAHONING VALLEY - TRUMBULL CAMPUS,"1350 E MARKET ST, 9TH FLOOR",WARREN,OH,44482,(330) 675-5555,SPECIAL,OPEN,41.23576783,-80.79943259,NOT AVAILABLE
4625,SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO,"2000 TAMARACK ROAD, 2ND FLOOR",NEWARK,OH,43055,(717) 975-4502,LONG TERM CARE,OPEN,40.04255936,-82.46466179,NOT AVAILABLE
4626,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,7333 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,(614) 775-6600,SPECIAL,OPEN,40.08643247,-82.7901997399999,NOT AVAILABLE
4627,SELECT SPECIALTY HOSP NEOH CANTON,"1320 MERCY DR NW, 6TH FLOOR",CANTON,OH,44708,(330) 489-8189,SPECIAL,OPEN,40.8122408900001,-81.3958719299999,LEVEL II
4628,"AULTMAN SPECIALTY HOSPITAL, LLC","2600 6TH ST SW, 4TH FLOOR",CANTON,OH,44710,(330) 363-4000,SPECIAL,OPEN,40.7962361800001,-81.40319457,LEVEL II
4629,RIVERVIEW HEALTH INSTITUTE,1 ELIZABETH PLACE,DAYTON,OH,45417,(937) 610-9405,GENERAL ACUTE CARE,OPEN,39.747865,-84.1992299999999,NOT AVAILABLE
4630,BETHESDA BUTLER HOSPITAL,3125 HAMILTON MASON RD,HAMILTON,OH,45011,(513) 893-8257,GENERAL ACUTE CARE,OPEN,39.3783432700001,-84.5150821999999,NOT AVAILABLE
4631,KINDRED HOSPITAL - DAYTON,707 S EDWIN C MOSES BLVD,DAYTON,OH,45417,(937) 234-2606,SPECIAL,OPEN,39.74670395,-84.19791144,NOT AVAILABLE
4632,OHIO HOSPITAL FOR PSYCHIATRY,880 GREENLAWN AVE,COLUMBUS,OH,43223,(614) 449-9664,PSYCHIATRIC,OPEN,39.94067864,-83.02029176,NOT AVAILABLE
4633,THE REHABILITATION INSTITUTE OF OHIO,835 S MAIN ST,DAYTON,OH,45202,(937) 424-8200,REHABILITATION,OPEN,39.74732335,-84.1891328199999,NOT AVAILABLE
4634,"MERCY HEALTH - DEFIANCE HOSPITAL, LLC",1404 EAST SECOND STREET,DEFIANCE,OH,43512,(419) 782-8444,GENERAL ACUTE CARE,OPEN,41.2833010300001,-84.3402376499999,NOT AVAILABLE
4635,SELECT SPECIALTY HOSPITAL - CINCINNATI DBA SELECT,10500 MONTGOMERY RD FIRST FLOOR,CINCINNATI,OH,45242,(423) 341-1363,SPECIAL,OPEN,39.2522606900001,-84.34170843,NOT AVAILABLE
4636,"MENTAL HEALTH SERVICES FOR CLARK COUNTY, INC",474 N YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,(937) 399-9500,PSYCHIATRIC,OPEN,39.9311398400001,-83.81797155,NOT AVAILABLE
4637,SELECT SPECIALTY HOSPITAL - CLEVELAND FAIRHILL,11900 FAIRHILL ROAD,CLEVELAND,OH,44120,(717) 975-4503,LONG TERM CARE,OPEN,41.48997926,-81.59848282,NOT AVAILABLE
4638,"REGENCY HOSPITAL OF TOLEDO, LLC",5220 ALEXIS RD,SYLVANIA,OH,43560,(419) 318-5700,SPECIAL,OPEN,41.71919045,-83.66907028,NOT AVAILABLE
4639,MERCY HEALTH ST. ELIZABETH BOARDMAN HOSPITAL,8401 MARKET STREET,BOARDMAN,OH,44512,(330) 729-1560,GENERAL ACUTE CARE,OPEN,40.9948849800001,-80.6600284099999,NOT AVAILABLE
4640,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL DR,DUBLIN,OH,43016,(614) 544-8000,GENERAL ACUTE CARE,OPEN,40.10121954,-83.1657419699999,NOT AVAILABLE
4641,REGENCY HOSPITAL OF COLUMBUS,"1430 S HIGH STREET, 2ND FLOOR",COLUMBUS,OH,43207,(614) 202-2622,SPECIAL,OPEN,39.9330840200001,-82.99534134,NOT AVAILABLE
4642,SELECT SPECIALTY HOSPITAL - AKRON LLC,200 EAST MARKET STREET,AKRON,OH,44308,(330) 605-1565,LONG TERM CARE,OPEN,41.08291589,-81.5117741,NOT AVAILABLE
4643,ADVANCED SPECIALTY HOSPITAL OF TOLEDO,1015 GARDEN LAKE PARKWAY,TOLEDO,OH,43614,(419) 381-0037,LONG TERM CARE,OPEN,41.62020626,-83.5962441,NOT AVAILABLE
4644,REGENCY HOSPITAL OF CLEVELAND WEST,6990 ENGLE ROAD,MIDDLEBURG HEIGHTS,OH,44130,(717) 975-4503,LONG TERM CARE,OPEN,41.3773574900001,-81.82759271,NOT AVAILABLE
4645,REGENCY HOSPITAL OF CLEVELAND EAST,4200 INTERCHANGE CORPORATE CENTER ROAD,WARRENSVILLE HEIGHTS,OH,44128,(216) 910-3802,LONG TERM CARE,OPEN,41.43225469,-81.5065860299999,NOT AVAILABLE
4646,LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,MASON,OH,45040,(513) 536-4673,PSYCHIATRIC,OPEN,39.331533301,-84.294985732,NOT AVAILABLE
4647,TRIHEALTH GOOD SAMARITAN HOSPITAL AT EVENDALE,3155 GLENDALE-MILFORD ROAD,CINCINNATI,OH,45241,(513) 247-8818,GENERAL ACUTE CARE,OPEN,39.25148914,-84.4204123599999,NOT AVAILABLE
4648,CRYSTAL CLINIC ORTHOPAEDIC CENTER LLC,3557 EMBASSY PARKWAY,AKRON,OH,44333,(330) 670-1005,SPECIAL,OPEN,41.0969303700001,-81.51345126,NOT AVAILABLE
4649,THE SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BOULEVARD,YOUNGSTOWN,OH,44512,(330) 729-8000,GENERAL ACUTE CARE,OPEN,41.01547566,-80.65561768,NOT AVAILABLE
4650,WEST CHESTER MEDICAL CENTER,7700 UNIVERSITY DRIVE,WEST CHESTER,OH,45069,(513) 298-3000,GENERAL ACUTE CARE,OPEN,39.3580238700001,-84.36756495,LEVEL III
4651,AKRON CHILDREN'S HOSPITAL - MAHONING VALLEY,6505 MARKET STREET,BOARDMAN,OH,44512,(330) 543-1000,CHILDREN,OPEN,41.03255484,-80.66048104,NOT AVAILABLE
4652,MIAMI VALLEY HOSPITAL SOUTH,2400 MIAMI VALLEY DRIVE,CENTERVILLE,OH,45459,(937) 208-3023,GENERAL ACUTE CARE,OPEN,39.6527605100001,-84.1145871799999,NOT AVAILABLE
4653,ACUITY SPECIALTY HOSPITAL - OHIO VALLEY AT BELMONT,4697 HARRISON STREET,BELLAIRE,OH,43906,(704) 887-7283,LONG TERM CARE,OPEN,40.03052108,-80.74091078,NOT AVAILABLE
4654,CHILDREN'S HOSPITAL MEDICAL CENTER - LIBERTY CAMPUS,7777 YANKEE ROAD,LIBERTY TOWNSHIP,OH,45044,(513) 803-0505,CHILDREN,OPEN,39.37657725,-84.36794409,NOT AVAILABLE
4655,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,CANAL WINCHESTER,OH,43110,(614) 838-7911,GENERAL ACUTE CARE,OPEN,39.8506699000001,-82.78408096,NOT AVAILABLE
4656,TORII BEHAVIORAL HEALTH,765 PIERCE DRIVE,COLUMBUS,OH,43223,(614) 223-1650,PSYCHIATRIC,OPEN,39.9467027700001,-83.0181821799999,NOT AVAILABLE
4657,"UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER, INC",3999 RICHMOND ROAD,BEACHWOOD,OH,44122,(216) 593-5500,SPECIAL,OPEN,41.4521988700001,-81.49469357,NOT AVAILABLE
4658,"ACCESS HOSPITAL DAYTON, LLC",2611 WAYNE AVENUE,DAYTON,OH,45420,(937) 256-7801,PSYCHIATRIC,OPEN,39.7360121300001,-84.15422814,NOT AVAILABLE
4659,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER AT T,4075 OLD WESTERN ROW ROAD,MASON,OH,45040,(513) 803-0505,PSYCHIATRIC,OPEN,39.3311304800001,-84.29540722,LEVEL I PEDIATRIC
4660,PROMEDICA WILDWOOD ORTHOPEDIC AND SPINE HOSPITAL,2901 N REYNOLDS RD,TOLEDO,OH,43615,(419) 291-4000,GENERAL ACUTE CARE,OPEN,41.67384221,-83.67355234,NOT AVAILABLE
4661,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCINNATI,151 WEST GALBRAITH RD,CINCINNATI,OH,45216,(513) 418-5655,REHABILITATION,OPEN,39.21275867,-84.48023256,NOT AVAILABLE
4662,SUMMA REHAB HOSPITAL,29 NORTH ADAMS STREET,AKRON,OH,44304,(330) 572-7300,REHABILITATION,OPEN,41.07817699,-81.49804927,NOT AVAILABLE
4663,SOIN MEDICAL CENTER,3535 PENTAGON BLVD,BEAVERCREEK,OH,45434,(937) 702-4000,GENERAL ACUTE CARE,OPEN,39.77104394,-84.06305299,LEVEL III
4664,RIDGEVIEW HOSPITAL,17872 LINCOLN HIGHWAY,MIDDLEPOINT,OH,45863,(419) 968-2950,PSYCHIATRIC,OPEN,40.87740052,-84.47896695,NOT AVAILABLE
